WKT,name,description
"POLYGON ((106.7442394 -6.394916, 106.7411495 -6.4046397, 106.7342831 -6.4153867, 106.7322231 -6.4285217, 106.7329098 -6.4387565, 106.7540241 -6.4408035, 106.7737652 -6.4423387, 106.7991711 -6.4437033, 106.8206287 -6.4413152, 106.8434597 -6.4426798, 106.8776203 -6.4435327, 106.8891216 -6.4305687, 106.8968464 -6.4182867, 106.9365002 -6.3758091, 106.8978764 -6.3766621, 106.8916966 -6.3720559, 106.8534161 -6.3418587, 106.8504978 -6.3333281, 106.8286968 -6.3527777, 106.8144489 -6.3636964, 106.7730785 -6.3635258, 106.7483593 -6.3633552, 106.7442394 -6.394916))",Depok,
